"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment"
"01/20/2026 20:37:47:932 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","initial-number-sheep","initial-number-wolves","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","grass_remaining"
"6","50","50","4","4","40","89","117.87773933102653"
"3","50","50","4","4","40","96","120.87658592848905"
"6","50","50","4","4","40","90","117.33948481353326"
"7","50","50","4","4","40","95","109.26566705113417"
"4","50","50","4","4","40","97","118.03152633602461"
"2","50","50","4","4","40","95","100.11534025374856"
"3","50","50","4","4","40","97","119.72318339100346"
"7","50","50","4","4","40","96","108.41983852364476"
"6","50","50","4","4","40","91","115.80161476355248"
"2","50","50","4","4","40","96","98.57747020376779"
"4","50","50","4","4","40","98","117.87773933102653"
"3","50","50","4","4","40","98","119.33871587850827"
"7","50","50","4","4","40","97","107.49711649365629"
"6","50","50","4","4","40","92","114.72510572856594"
"3","50","50","4","4","40","99","117.72395232602845"
"4","50","50","4","4","40","99","117.4163783160323"
"2","50","50","4","4","40","97","97.34717416378317"
"6","50","50","4","4","40","93","113.64859669357939"
"7","50","50","4","4","40","98","107.26643598615917"
"4","50","50","4","4","40","100","117.0319108035371"
"3","50","50","4","4","40","100","116.87812379853902"
"2","50","50","4","4","40","98","96.11687812379854"
"7","50","50","4","4","40","99","106.57439446366782"
"6","50","50","4","4","40","94","112.26451364859669"
"4","50","50","4","4","40","101","116.64744329104191"
"3","50","50","4","4","40","101","116.03229527104959"
"2","50","50","4","4","40","99","94.50211457131873"
"7","50","50","4","4","40","100","106.80507497116494"
"2","50","50","4","4","40","100","93.6562860438293"
"3","50","50","4","4","40","102","115.34025374855824"
"4","50","50","4","4","40","102","115.87850826605151"
"6","50","50","4","4","40","95","110.95732410611303"
"3","50","50","4","4","40","103","114.6482122260669"
"4","50","50","4","4","40","103","114.57131872356786"
"2","50","50","4","4","40","101","92.57977700884275"
"6","50","50","4","4","40","96","109.57324106113033"
"7","50","50","4","4","40","101","105.80545943867743"
"3","50","50","4","4","40","104","114.03306420607458"
"4","50","50","4","4","40","104","114.2637447135717"
"6","50","50","4","4","40","97","108.34294502114571"
"2","50","50","4","4","40","102","91.34948096885813"
"3","50","50","4","4","40","105","112.95655517108804"
"7","50","50","4","4","40","102","105.34409842368319"
"4","50","50","4","4","40","105","113.80238369857747"
"6","50","50","4","4","40","98","107.11264898116109"
"3","50","50","4","4","40","106","112.72587466359093"
"7","50","50","4","4","40","103","104.88273740868897"
"2","50","50","4","4","40","103","91.04190695886197"
"4","50","50","4","4","40","106","112.95655517108804"
"3","50","50","4","4","40","107","111.18800461361015"
"6","50","50","4","4","40","99","106.03613994617454"
"7","50","50","4","4","40","104","104.03690888119954"
"4","50","50","4","4","40","107","112.80276816608996"
"3","50","50","4","4","40","108","109.95770857362552"
"2","50","50","4","4","40","104","90.88811995386389"
"4","50","50","4","4","40","108","112.72587466359093"
"2","50","50","4","4","40","105","90.42675893886967"
"1","50","50","4","4","40","7","107.88158400615148"
"2","50","50","4","4","40","106","89.73471741637832"
"7","50","50","4","4","40","105","102.88350634371396"
"4","50","50","4","4","40","109","111.57247212610534"
"3","50","50","4","4","40","109","108.88119953863898"
"6","50","50","4","4","40","100","105.34409842368319"
"7","50","50","4","4","40","106","102.19146482122261"
"3","50","50","4","4","40","110","108.1122645136486"
"2","50","50","4","4","40","107","89.04267589388697"
"4","50","50","4","4","40","110","111.18800461361015"
"7","50","50","4","4","40","107","100.42291426374472"
"6","50","50","4","4","40","101","103.9600153787005"
"4","50","50","4","4","40","111","110.88043060361399"
"3","50","50","4","4","40","111","107.18954248366013"
"2","50","50","4","4","40","108","88.35063437139561"
"7","50","50","4","4","40","108","99.96155324875048"
"6","50","50","4","4","40","102","103.11418685121107"
"3","50","50","4","4","40","112","106.03613994617454"
"4","50","50","4","4","40","112","110.1114955786236"
"2","50","50","4","4","40","109","88.1199538638985"
"7","50","50","4","4","40","109","99.26951172625913"
"3","50","50","4","4","40","113","106.26682045367167"
"6","50","50","4","4","40","103","101.73010380622837"
"4","50","50","4","4","40","113","109.11188004613611"
"2","50","50","4","4","40","110","87.12033833141099"
"4","50","50","4","4","40","114","108.26605151864668"
"7","50","50","4","4","40","110","98.50057670126874"
"6","50","50","4","4","40","104","102.19146482122261"
"2","50","50","4","4","40","111","87.35101883890812"
"3","50","50","4","4","40","114","105.42099192618224"
"1","50","50","4","4","40","8","109.72702806612841"
"7","50","50","4","4","40","111","97.50096116878123"
"4","50","50","4","4","40","115","107.49711649365629"
"3","50","50","4","4","40","115","104.03690888119954"
"2","50","50","4","4","40","112","86.65897731641677"
"6","50","50","4","4","40","105","101.80699730872742"
"4","50","50","4","4","40","116","106.49750096116878"
"7","50","50","4","4","40","112","96.42445213379469"
"4","50","50","4","4","40","117","105.65167243367935"
"2","50","50","4","4","40","113","86.42829680891964"
"5","50","50","4","4","40","63","151.24951941560937"
"7","50","50","4","4","40","113","96.11687812379854"
"3","50","50","4","4","40","116","104.49826989619378"
"4","50","50","4","4","40","118","104.959630911188"
"2","50","50","4","4","40","114","85.81314878892734"
"7","50","50","4","4","40","114","95.42483660130719"
"4","50","50","4","4","40","119","104.03690888119954"
"3","50","50","4","4","40","117","102.34525182622069"
"5","50","50","4","4","40","64","149.86543637062667"
"2","50","50","4","4","40","115","85.7362552864283"
"3","50","50","4","4","40","118","101.57631680123029"
"4","50","50","4","4","40","120","102.960399846213"
"5","50","50","4","4","40","65","149.01960784313727"
"2","50","50","4","4","40","116","85.50557477893118"
"7","50","50","4","4","40","115","94.73279507881584"
"6","50","50","4","4","40","106","101.26874279123415"
"3","50","50","4","4","40","119","100.42291426374472"
"5","50","50","4","4","40","66","148.3275663206459"
"7","50","50","4","4","40","116","94.57900807381776"
"4","50","50","4","4","40","121","102.42214532871972"
"3","50","50","4","4","40","120","99.19261822376009"
"2","50","50","4","4","40","117","85.50557477893118"
"6","50","50","4","4","40","107","100.11534025374856"
"4","50","50","4","4","40","122","101.65321030372934"
"7","50","50","4","4","40","117","94.19454056132257"
"3","50","50","4","4","40","121","99.34640522875817"
"5","50","50","4","4","40","67","147.48173779315647"
"2","50","50","4","4","40","118","85.50557477893118"
"4","50","50","4","4","40","123","100.73048827374087"
"6","50","50","4","4","40","108","99.73087274125336"
"3","50","50","4","4","40","122","99.26951172625913"
"7","50","50","4","4","40","118","94.88658208381392"
"6","50","50","4","4","40","109","99.19261822376009"
"5","50","50","4","4","40","68","146.78969627066513"
"2","50","50","4","4","40","119","85.04421376393695"
"4","50","50","4","4","40","124","100.03844675124952"
"3","50","50","4","4","40","123","98.11610918877355"
"7","50","50","4","4","40","119","94.73279507881584"
"5","50","50","4","4","40","69","145.5594002306805"
"2","50","50","4","4","40","120","85.27489427143406"
"4","50","50","4","4","40","125","99.65397923875433"
"6","50","50","4","4","40","110","98.88504421376393"
"5","50","50","4","4","40","70","144.40599769319493"
"3","50","50","4","4","40","124","97.27028066128412"
"7","50","50","4","4","40","120","94.65590157631681"
"4","50","50","4","4","40","126","98.65436370626682"
"2","50","50","4","4","40","121","85.7362552864283"
"5","50","50","4","4","40","71","144.25221068819684"
"3","50","50","4","4","40","125","96.50134563629373"
"6","50","50","4","4","40","111","99.50019223375625"
"7","50","50","4","4","40","121","94.11764705882354"
"5","50","50","4","4","40","72","143.48327566320646"
"4","50","50","4","4","40","127","98.57747020376779"
"3","50","50","4","4","40","126","95.42483660130719"
"6","50","50","4","4","40","112","98.34678969627066"
"2","50","50","4","4","40","122","85.96693579392542"
"7","50","50","4","4","40","122","93.6562860438293"
"5","50","50","4","4","40","73","143.25259515570934"
"4","50","50","4","4","40","128","98.11610918877355"
"6","50","50","4","4","40","113","97.039600153787"
"2","50","50","4","4","40","123","86.65897731641677"
"5","50","50","4","4","40","74","142.71434063821607"
"4","50","50","4","4","40","129","98.26989619377163"
"7","50","50","4","4","40","123","92.73356401384083"
"3","50","50","4","4","40","127","93.88696655132641"
"4","50","50","4","4","40","130","98.26989619377163"
"5","50","50","4","4","40","75","142.71434063821607"
"6","50","50","4","4","40","114","96.42445213379469"
"1","50","50","4","4","40","9","111.2648981161092"
"3","50","50","4","4","40","128","92.2722029988466"
"2","50","50","4","4","40","124","86.04382929642445"
"7","50","50","4","4","40","124","92.11841599384852"
"5","50","50","4","4","40","76","141.9454056132257"
"4","50","50","4","4","40","131","97.34717416378317"
"6","50","50","4","4","40","115","96.34755863129566"
"2","50","50","4","4","40","125","85.81314878892734"
"5","50","50","4","4","40","77","141.71472510572858"
"3","50","50","4","4","40","129","90.81122645136486"
"4","50","50","4","4","40","132","96.0399846212995"
"2","50","50","4","4","40","126","85.50557477893118"
"7","50","50","4","4","40","125","91.04190695886197"
"5","50","50","4","4","40","78","141.09957708573626"
"6","50","50","4","4","40","116","96.0399846212995"
"3","50","50","4","4","40","130","90.04229142637448"
"4","50","50","4","4","40","133","95.80930411380238"
"5","50","50","4","4","40","79","139.86928104575162"
"2","50","50","4","4","40","127","84.12149173394849"
"7","50","50","4","4","40","126","90.04229142637448"
"4","50","50","4","4","40","134","96.42445213379469"
"3","50","50","4","4","40","131","89.65782391387928"
"5","50","50","4","4","40","80","139.4079200307574"
"6","50","50","4","4","40","117","95.42483660130719"
"2","50","50","4","4","40","128","83.73702422145328"
"7","50","50","4","4","40","127","89.8885044213764"
"5","50","50","4","4","40","81","138.79277201076508"
"4","50","50","4","4","40","135","96.88581314878893"
"3","50","50","4","4","40","132","88.81199538638985"
"6","50","50","4","4","40","118","95.42483660130719"
"5","50","50","4","4","40","82","137.94694348327567"
"2","50","50","4","4","40","129","82.9680891964629"
"7","50","50","4","4","40","128","88.96578239138793"
"4","50","50","4","4","40","136","97.80853517877739"
"6","50","50","4","4","40","119","94.42522106881968"
"3","50","50","4","4","40","133","87.58169934640523"
"5","50","50","4","4","40","83","137.79315647827758"
"6","50","50","4","4","40","120","93.50249903883122"
"7","50","50","4","4","40","129","88.65820838139177"
"3","50","50","4","4","40","134","87.04344482891196"
"4","50","50","4","4","40","137","97.73164167627836"
"2","50","50","4","4","40","130","81.66089965397924"
"7","50","50","4","4","40","130","88.04306036139945"
"4","50","50","4","4","40","138","97.34717416378317"
"3","50","50","4","4","40","135","85.58246828143022"
"5","50","50","4","4","40","84","137.87004998077663"
"6","50","50","4","4","40","121","93.34871203383314"
"4","50","50","4","4","40","139","97.19338715878509"
"7","50","50","4","4","40","131","87.12033833141099"
"2","50","50","4","4","40","131","81.5840061514802"
"2","50","50","4","4","40","132","81.35332564398308"
"4","50","50","4","4","40","140","96.50134563629373"
"3","50","50","4","4","40","136","85.65936178392926"
"5","50","50","4","4","40","85","137.2549019607843"
"6","50","50","4","4","40","122","93.19492502883506"
"7","50","50","4","4","40","132","86.35140330642061"
"2","50","50","4","4","40","133","81.27643214148405"
"4","50","50","4","4","40","141","96.50134563629373"
"3","50","50","4","4","40","137","85.12110726643598"
"2","50","50","4","4","40","134","80.5843906189927"
"4","50","50","4","4","40","142","96.0399846212995"
"7","50","50","4","4","40","133","85.42868127643214"
"5","50","50","4","4","40","86","137.56247597078047"
"3","50","50","4","4","40","138","83.66013071895425"
"5","50","50","4","4","40","87","136.94732795078815"
"2","50","50","4","4","40","135","80.81507112648981"
"4","50","50","4","4","40","143","95.88619761630142"
"7","50","50","4","4","40","134","85.12110726643598"
"6","50","50","4","4","40","123","91.8877354863514"
"5","50","50","4","4","40","88","136.17839292579777"
"2","50","50","4","4","40","136","80.96885813148789"
"3","50","50","4","4","40","139","83.81391772395233"
"4","50","50","4","4","40","144","95.88619761630142"
"7","50","50","4","4","40","135","84.58285274894271"
"5","50","50","4","4","40","89","135.71703191080354"
"6","50","50","4","4","40","124","91.2725874663591"
"1","50","50","4","4","40","10","112.72587466359093"
"2","50","50","4","4","40","137","81.04575163398692"
"5","50","50","4","4","40","90","135.40945790080738"
"4","50","50","4","4","40","145","95.50173010380622"
"7","50","50","4","4","40","136","84.42906574394463"
"6","50","50","4","4","40","125","90.11918492887351"
"3","50","50","4","4","40","140","83.81391772395233"
"2","50","50","4","4","40","138","80.43060361399462"
"7","50","50","4","4","40","137","83.5832372164552"
"6","50","50","4","4","40","126","89.19646289888504"
"5","50","50","4","4","40","91","134.2560553633218"
"4","50","50","4","4","40","146","95.57862360630527"
"3","50","50","4","4","40","141","83.27566320645906"
"2","50","50","4","4","40","139","80.27681660899654"
"6","50","50","4","4","40","127","88.5044213763937"
"5","50","50","4","4","40","92","133.17954632833525"
"7","50","50","4","4","40","138","82.5836216839677"
"4","50","50","4","4","40","147","95.11726259131103"
"2","50","50","4","4","40","140","80.66128412149173"
"3","50","50","4","4","40","142","82.66051518646674"
"5","50","50","4","4","40","93","132.56439830834296"
"6","50","50","4","4","40","128","87.88927335640139"
"4","50","50","4","4","40","148","93.81007304882738"
"7","50","50","4","4","40","139","82.81430219146482"
"2","50","50","4","4","40","141","80.50749711649365"
"3","50","50","4","4","40","143","81.50711264898116"
"5","50","50","4","4","40","94","131.02652825836216"
"6","50","50","4","4","40","129","87.19723183391004"
"2","50","50","4","4","40","142","80.5843906189927"
"7","50","50","4","4","40","140","81.73779315647828"
"3","50","50","4","4","40","144","80.66128412149173"
"6","50","50","4","4","40","130","85.81314878892734"
"5","50","50","4","4","40","95","129.87312572087657"
"4","50","50","4","4","40","149","93.96386005382546"
"3","50","50","4","4","40","145","80.89196462898884"
"2","50","50","4","4","40","143","80.04613610149943"
"5","50","50","4","4","40","96","128.79661668589003"
"7","50","50","4","4","40","141","81.73779315647828"
"6","50","50","4","4","40","131","85.3517877739331"
"4","50","50","4","4","40","150","92.81045751633987"
"2","50","50","4","4","40","144","79.12341407151095"
"5","50","50","4","4","40","97","127.79700115340253"
"3","50","50","4","4","40","146","79.96924259900038"
"4","50","50","4","4","40","151","91.96462898885044"
"6","50","50","4","4","40","132","84.42906574394463"
"7","50","50","4","4","40","142","80.5843906189927"
"2","50","50","4","4","40","145","78.89273356401384"
"5","50","50","4","4","40","98","126.87427912341407"
"4","50","50","4","4","40","152","91.04190695886197"
"7","50","50","4","4","40","143","79.96924259900038"
"2","50","50","4","4","40","146","78.20069204152249"
"3","50","50","4","4","40","147","80.5843906189927"
"5","50","50","4","4","40","99","126.25913110342177"
"6","50","50","4","4","40","133","84.89042675893887"
"4","50","50","4","4","40","153","89.96539792387543"
"7","50","50","4","4","40","144","79.43098808150711"
"2","50","50","4","4","40","147","77.73933102652826"
"3","50","50","4","4","40","148","81.73779315647828"
"5","50","50","4","4","40","100","125.25951557093425"
"7","50","50","4","4","40","145","79.58477508650519"
"6","50","50","4","4","40","134","85.65936178392926"
"1","50","50","4","4","40","11","113.72549019607843"
"2","50","50","4","4","40","148","77.27797001153402"
"6","50","50","4","4","40","135","85.65936178392926"
"3","50","50","4","4","40","149","81.96847366397539"
"7","50","50","4","4","40","146","79.73856209150327"
"4","50","50","4","4","40","154","89.8885044213764"
